ID,anomaly_score,is_anomaly,rank
6040,0.6729598818888438,1,1.0
46781,0.6589410498083061,1,2.0
87564,0.6469015617662612,1,3.0
47416,0.6334949977303137,1,4.0
65364,0.6144487163955363,1,5.0
41676,0.6137805736569066,1,6.0
76757,0.61157044255859,1,7.0
87545,0.6027511982666416,1,8.0
111306,0.5998005520751486,1,9.5
92335,0.5998005520751486,1,9.5
64914,0.5993294380357395,1,11.0
16438,0.5983500990862094,1,12.5
39966,0.5983500990862094,1,12.5
47720,0.5963596674150355,1,14.0
43655,0.5962175091630132,1,15.0
110867,0.5933611262180066,1,16.0
89652,0.5922834638019371,1,17.0
868,0.5890248847601569,1,20.5
4985,0.5890248847601569,1,20.5
6077,0.5890248847601569,1,20.5
5867,0.5890248847601569,1,20.5
5229,0.5890248847601569,1,20.5
9944,0.5890248847601569,1,20.5
49270,0.5886850166586325,1,24.5
49272,0.5886850166586325,1,24.5
51053,0.5883932051127011,1,26.0
51052,0.588378345353308,1,27.0
69628,0.5879294359201542,1,28.0
39128,0.5863178699346914,1,29.0
10742,0.5839809921720784,1,30.0
102343,0.5815031095914363,1,31.0
110669,0.5808959425853044,1,32.0
83592,0.5785101605715974,1,33.0
87414,0.5757130976496168,1,34.0
8489,0.5756892554081878,1,35.0
44939,0.5748105167505779,1,36.0
47126,0.5721649719816575,1,37.0
38568,0.5719720872126633,1,38.0
25068,0.5715233133356986,1,39.0
92755,0.5705944295388461,1,40.0
32909,0.5702512034714438,1,41.5
47210,0.5702512034714438,1,41.5
89978,0.5701423015929186,1,43.0
6926,0.5690433279064417,1,44.0
54272,0.5677226770389534,1,45.5
77454,0.5677226770389534,1,45.5
47503,0.5665767273138985,1,47.0
46263,0.5650613104364595,1,48.5
46253,0.5650613104364595,1,48.5
46369,0.5639904591257012,1,50.0
37583,0.5617517220960253,1,51.0
38100,0.5608963519419348,1,52.0
42684,0.5607343480419756,1,53.0
59295,0.558417722430613,1,54.0
77066,0.5562892561174235,1,55.0
18367,0.554124155437516,1,56.0
91114,0.5530799699898933,1,57.0
110941,0.5512278292248165,1,58.0
4933,0.5500809095255248,1,59.0
64904,0.5447157999497282,1,60.0
87665,0.5439209707715283,1,61.0
94091,0.5427051901088835,1,62.0
47676,0.5423335167601077,1,63.0
46221,0.5396069545944918,1,64.0
86423,0.535874487172664,1,65.0
4849,0.5333548031410558,1,66.0
108251,0.5301809729013347,1,67.0
99661,0.5301756508234865,1,68.0
1540,0.5298935135964646,1,69.5
11347,0.5298935135964646,1,69.5
25379,0.5275343205729166,1,71.0
27858,0.5271054115226455,1,72.0
6032,0.5262130393956777,1,73.0
28380,0.5260294548190073,1,74.5
33325,0.5260294548190073,1,74.5
8870,0.5238337954391843,1,76.5
2014,0.5238337954391843,1,76.5
113711,0.5237612055532669,1,78.0
2541,0.5193071924007839,1,79.0
82022,0.5189271806753868,1,80.0
98032,0.5186081256239147,1,81.0
82462,0.5182692402206287,1,82.0
54293,0.5173212885259595,1,83.0
58721,0.5162389249816282,1,84.0
91622,0.5159639205398407,1,85.0
38166,0.514932468127428,1,86.0
95269,0.5139866649482275,1,87.0
37611,0.5137020532561626,1,88.0
59294,0.5122561542929319,1,89.0
91991,0.5117442681864366,1,90.0
81569,0.5088258887855792,1,91.0
50960,0.5085439201733901,1,92.0
50723,0.506934260620479,1,94.5
78598,0.506934260620479,1,94.5
68059,0.506934260620479,1,94.5
77473,0.506934260620479,1,94.5
41577,0.5045128442744313,1,97.0
83987,0.5044861853679958,1,98.0
99435,0.5040834285923339,1,99.0
7448,0.5030175495946702,1,100.0
91097,0.5026910417424151,1,101.0
94548,0.5025535727709536,1,102.0
76325,0.5025163891294406,1,103.0
99503,0.5021242460219176,1,104.0
19946,0.5018972787913216,1,105.5
19945,0.5018972787913216,1,105.5
94322,0.5013387371380746,1,107.5
91777,0.5013387371380746,1,107.5
96498,0.5012856841170448,1,109.5
50556,0.5012856841170448,1,109.5
3102,0.5012236732632612,1,111.0
23229,0.5011707721575831,1,113.0
112692,0.5011707721575831,1,113.0
80052,0.5011707721575831,1,113.0
96892,0.5010856754069777,1,115.5
102396,0.5010856754069777,1,115.5
40881,0.5003816696898246,1,117.0
57414,0.4995274248264072,1,118.0
98410,0.49870783719319256,1,119.0
18932,0.4985913941028413,1,120.0
78226,0.49826472861717586,1,121.0
41225,0.49781753659949785,1,123.0
39975,0.49781753659949785,1,123.0
16292,0.49781753659949785,1,123.0
49913,0.49624283578646033,1,125.0
94547,0.49437603195295,1,126.0
28296,0.49228724634947985,1,127.0
37132,0.4919167489446401,1,128.0
104762,0.48925250072618953,1,129.0
9980,0.4886176838313918,1,130.0
110039,0.488492301849204,1,131.0
47529,0.48842037371322194,1,134.0
9844,0.48842037371322194,1,134.0
55405,0.48842037371322194,1,134.0
54676,0.48842037371322194,1,134.0
52289,0.48842037371322194,1,134.0
93593,0.48839449198464757,1,137.0
9740,0.488295171576508,1,138.0
26957,0.488262792106911,1,139.0
35636,0.487527350630663,1,140.0
82339,0.4871156691208355,1,141.0
62447,0.48698887523652257,1,142.0
32351,0.4862206858536525,1,143.0
6240,0.4850134399586532,1,144.0
113281,0.4847781162438818,1,145.0
51237,0.48013042200722633,1,146.0
31576,0.47998894880618104,1,147.0
86876,0.47903697671170753,1,148.0
6755,0.47891104181056965,1,149.0
34409,0.4782562323934729,1,150.0
106104,0.4775404151146092,1,151.0
32772,0.4774138885892423,1,152.0
40535,0.4770860245156614,1,153.0
96005,0.4769682219150163,1,154.0
19483,0.4764925034529124,1,155.0
101144,0.4748931865510835,1,156.0
68078,0.4748316560831556,1,157.0
114259,0.47357045157264616,1,158.0
70760,0.47291326299199943,1,159.0
5148,0.47268803411818106,1,160.0
64890,0.47255825096188797,1,161.5
64889,0.47255825096188797,1,161.5
51321,0.4720262916161507,1,163.0
115545,0.47187151458997256,1,164.0
110777,0.47161306607710174,1,165.0
88667,0.47116928154290083,1,166.0
52948,0.47071460838211976,1,167.0
42012,0.4705808201809082,1,168.0
80754,0.47052404519966406,1,169.0
10346,0.47016765202019895,1,170.0
16214,0.4690744014627536,1,171.0
66025,0.46903645061567745,1,172.0
21988,0.4690154358560671,1,173.0
52624,0.46873966409851164,1,174.0
93215,0.46814564370330314,1,175.0
112347,0.4679044698951875,1,176.0
4494,0.46775186249373335,1,177.0
73076,0.4676815324575657,1,178.0
22043,0.4670231292016847,1,179.0
10704,0.4668526942219253,1,180.0
86985,0.46550838070386513,1,181.0
33079,0.4654643014512502,1,182.0
109845,0.46475479917185203,1,183.0
4586,0.4644951177497275,1,184.0
103949,0.464388585023994,1,185.0
22534,0.46429015413785923,1,186.0
66566,0.46365696774434456,1,187.0
115546,0.4624205962389983,1,188.0
78546,0.4623487234140081,1,189.0
38367,0.46217845546864794,1,190.0
112346,0.462092664551375,1,191.0
59924,0.46206523626818097,1,192.0
74453,0.461939260957312,1,193.0
115740,0.46190083064672716,1,194.0
85672,0.4618555049221206,1,195.0
46091,0.4618150089041071,1,196.0
113927,0.4616443707737624,1,197.0
4724,0.461354430015787,1,198.0
109668,0.4612250054206902,1,199.0
38537,0.4609248552320645,1,200.5
38536,0.4609248552320645,1,200.5
65461,0.4607674944156676,1,202.0
97784,0.4606389547754557,1,203.0
5246,0.45995300724338073,1,204.0
72318,0.45911293012035576,1,205.0
30020,0.4591111013735525,1,206.0
32410,0.45902481143136575,1,207.0
98004,0.4589516197792247,1,208.0
48268,0.45891609953409274,1,209.0
72343,0.458897919274308,1,210.0
69803,0.4585889143793026,1,211.0
13466,0.4585520809884992,1,212.5
13465,0.4585520809884992,1,212.5
54926,0.4584943595255848,1,214.0
72328,0.4584844078085112,1,215.0
114012,0.45844556061404274,1,216.0
14290,0.4584314825255671,1,217.0
45063,0.45808285471790766,1,218.0
53600,0.4580123848565929,1,220.5
58943,0.4580123848565929,1,220.5
77854,0.4580123848565929,1,220.5
83432,0.4580123848565929,1,220.5
108094,0.4577934276285328,1,223.0
112873,0.4577635970213174,1,224.0
90580,0.457653618171998,1,225.0
77540,0.45764950188893216,1,226.0
16474,0.4574769611752866,1,227.0
